name,status,oldPrerequisite,newPrerequisite,prerequisiteChanged,oldBenefit,newEffect,oldSummary,newSummary,sourceUrl
Improved Rapid Strike,updated,Rapid Strike,Rapid Strike,no,Trade -5 penalty on attack roll for +2 dice of damage when using a Light Melee Weapon.,"When using a Light Melee Weapon or Lightsaber with the Rapid Strike Feat, you can take a -5 penalty to your attack roll to gain +2 dice of damage on a successful strike.",Trade -5 penalty on attack roll for +2 dice of damage when using a Light Melee Weapon.,Trade -5 penalty on attack roll for +2 dice of damage when using a Light Melee Weapon.,https://swse.fandom.com/wiki/Improved_Rapid_Strike
Burst of Speed,updated,Trained in Endurance,Trained in Endurance,no,Move Speed twice as Move Action.,"As a Move Action, you can Move up to twice your speed. At the end of your movement, you move -1 step along the Condition Track.",Move Speed twice as Move Action.,Move Speed twice as Move Action.,https://swse.fandom.com/wiki/Burst_of_Speed
Rapid Strike,updated,Base Attack Bonus +1,Base Attack Bonus +1,no,Take a -2 penalty on a melee attack roll to deal +1 die of damage.,"When using a melee weapon with which you are proficient, you may make two strikes as a single attack against a single target. You take a -2 penalty on your attack roll, but deal +1 die of damage with a successful attack.",Take a -2 penalty on a melee attack roll to deal +1 die of damage.,Take a -2 penalty on a melee attack roll to deal +1 die of damage.,https://swse.fandom.com/wiki/Rapid_Strike
Hobbling Strike,updated,Sneak Attack or Rapid Shot or Rapid Strike,Sneak Attack or Rapid Shot or Rapid Strike.,no,Reduce the target's Speed instead of dealing damage.,"Whenever you would deal extra damage by using Sneak Attack, Rapid Shot, or Rapid Strike, you can reduce the target's Speed by 1 square until the end of the encounter, instead of dealing the extra damage.",Reduce the target's Speed instead of dealing damage.,Reduce the target's Speed instead of dealing damage.,https://swse.fandom.com/wiki/Hobbling_Strike
Acrobatic Dodge,updated,"Dexterity 13, Mobility, Skill Focus (Acrobatics)","Dexterity 13, Dodge, Mobility, Skill Focus (Acrobatics)",yes,"When a melee attack misses you, move into an adjacent square without provoking an Attack of Opportunity.","Once per encounter, as a Reaction, if a melee attack misses you, you can immediately move into an adjacent square without provoking an Attack of Opportunity.","When a melee attack misses you, move into an adjacent square without provoking an Attack of Opportunity.","When a melee attack misses you, move into an adjacent square without provoking an Attack of Opportunity.",https://swse.fandom.com/wiki/Acrobatic_Dodge
Implant Training,updated,Possess an Implant,Must possess an Implant,yes,You don't move additional steps down the Condition Track due to your Implants.,You are not moved an extra step down the Condition Track when you would normally be moved down the Condition Track.,You don't move additional steps down the Condition Track due to your Implants.,You don't move additional steps down the Condition Track due to your Implants.,https://swse.fandom.com/wiki/Implant_Training
Improved Disarm,updated,"Intelligence 13, Melee Defense","Intelligence 13, Melee Defense",no,Gain +5 bonus on melee attacks to Disarm an opponent.,"You gain a +5 bonus on any melee attack roll made to Disarm an opponent. In addition, if you fail to Disarm an opponent, he doesn't get to make a free attack against you.",Gain +5 bonus on melee attacks to Disarm an opponent.,Gain +5 bonus on melee attacks to Disarm an opponent.,https://swse.fandom.com/wiki/Improved_Disarm
Harm’s Way,db_only_not_updated,Base attack bonus +6,Base attack bonus +6,no,"As a reaction, you may take damage dealt to an adjacent ally instead of them.","As a reaction, you may take damage dealt to an adjacent ally instead of them.","As a reaction, you may take damage dealt to an adjacent ally instead of them.","As a reaction, you may take damage dealt to an adjacent ally instead of them.",
Multi-Targeting,updated,"Droid, Intelligence 13","Droid, Intelligence 13",no,You can spread your Aim action across multiple consecutive rounds.,"You can use Swift Actions across more than one round to Aim at a target with a weapon with which you are proficient. You can attack different targets prior to the completion of your Aim Action. If the subject of your Aim is out of your line of sight for any reason, you lose your Aim and must start again.",You can spread your Aim action across multiple consecutive rounds.,You can spread your Aim action across multiple consecutive rounds.,https://swse.fandom.com/wiki/Multi-Targeting
Momentum Strike,updated,Trained in Pilot or Ride,Trained in Pilot or Ride,no,You know how to put the weight of your momentum into attacks while riding a Mount or Speeder Bike.,"When riding a Beast as a Mount or on a Speeder Bike (as a passenger or a Pilot), you add +1 die of damage to any melee attacks if your Mount or Vehicle has already moved at least its speed this turn.",You know how to put the weight of your momentum into attacks while riding a Mount or Speeder Bike.,You know how to put the weight of your momentum into attacks while riding a Mount or Speeder Bike.,https://swse.fandom.com/wiki/Momentum_Strike
Advanced Melee Weapon Proficiency,db_only_not_updated,,,no,You are proficient with advanced melee weapons and do not take the -5 penalty when using them.,You are proficient with advanced melee weapons and do not take the -5 penalty when using them.,You are proficient with advanced melee weapons and do not take the -5 penalty when using them.,You are proficient with advanced melee weapons and do not take the -5 penalty when using them.,
Master Tracker,db_only_not_updated,Rodian,Rodian,no,Increase the die type when adding Force Points to a Survival check.,Increase the die type when adding Force Points to a Survival check.,Increase the die type when adding Force Points to a Survival check.,Increase the die type when adding Force Points to a Survival check.,
Hunter's Instincts,db_only_not_updated,Rodian,Rodian,no,"Reroll Perception checks, always keeping the better result.","Reroll Perception checks, always keeping the better result.","Reroll Perception checks, always keeping the better result.","Reroll Perception checks, always keeping the better result.",
Jedi Heritage,db_only_not_updated,"Twi'lek, Force Sensitivity","Twi'lek, Force Sensitivity",no,Gain extra Force Powers when you take the Force Training Feat.,Gain extra Force Powers when you take the Force Training Feat.,Gain extra Force Powers when you take the Force Training Feat.,Gain extra Force Powers when you take the Force Training Feat.,
Bothan Will,db_only_not_updated,Bothan,Bothan,no,Gain a bonus to Will Defense when an enemy fails to overcome your iron will.,Gain a bonus to Will Defense when an enemy fails to overcome your iron will.,Gain a bonus to Will Defense when an enemy fails to overcome your iron will.,Gain a bonus to Will Defense when an enemy fails to overcome your iron will.,
Natural Leader,updated,Charisma 13,Charisma 13,no,You become the leader of an Organization.,You become the leader of an Organization of your design. The Organization has a scale equal to one-half your Heroic Level plus your Charisma bonus and continues to grow in scale as you gain levels. You automatically begin with a +10 bonus to your Organization Score for your new Organization.,You become the leader of an Organization.,You become the leader of an Organization.,https://swse.fandom.com/wiki/Natural_Leader
Armor Proficiency (medium),updated,Armor Proficiency (Light),Armor Proficiency (Light) Feat,no,No penalty on attacks and no Armor Check Penalty while wearing Light Armor or Medium Armor.,"When you wear Medium Armor, you take no Armor Check Penalty on attack rolls or Skill Checks. Additionally, you benefit from all of the armor's special Equipment bonuses (if any).",No penalty on attacks and no Armor Check Penalty while wearing Light Armor or Medium Armor.,No penalty on attacks and no Armor Check Penalty while wearing Light Armor or Medium Armor.,https://swse.fandom.com/wiki/Armor_Proficiency_(Medium)
Logic Upgrade: Skill Swap,db_only_not_updated,"Droid, Basic Processor","Droid, Basic Processor",no,Swap a Trained Skill for an Untrained Skill on the fly.,Swap a Trained Skill for an Untrained Skill on the fly.,Swap a Trained Skill for an Untrained Skill on the fly.,Swap a Trained Skill for an Untrained Skill on the fly.,
Droid Shield Mastery,updated,"Droid, Shield Generator (Droid Accessory)","Droid, Shield Generator (Droid Accessory)",no,Automatically Recharge Shields in two Swift Actions.,"You automatically succeed on Endurance checks to restore your Shield Rating by 5 points (up to your normal Shield Rating). Additionally, you replenish your shields in two Swift Actions.",Automatically Recharge Shields in two Swift Actions.,Automatically Recharge Shields in two Swift Actions.,https://swse.fandom.com/wiki/Droid_Shield_Mastery
Frightening Presence,db_only_not_updated,"Charisma 15, Frightful Presence","Charisma 15, Frightful Presence",no,"When you use Frightful Presence, targets that fail their Will Defense check move -2 steps down the condition track instead of -1.","When you use Frightful Presence, targets that fail their Will Defense check move -2 steps down the condition track instead of -1.","When you use Frightful Presence, targets that fail their Will Defense check move -2 steps down the condition track instead of -1.","When you use Frightful Presence, targets that fail their Will Defense check move -2 steps down the condition track instead of -1.",
Wary Defender,updated,None,None,no,Gain a +2 bonus to Fortitude Defense and Will Defense while Fighting Defensively.,"When you use the Fight Defensively Action, you gain a +2 competence bonus to your Fortitude Defense and Will Defense until the beginning of your next turn.",Gain a +2 bonus to Fortitude Defense and Will Defense while Fighting Defensively.,Gain a +2 bonus to Fortitude Defense and Will Defense while Fighting Defensively.,https://swse.fandom.com/wiki/Wary_Defender
Vehicle Systems Expertise,updated,"Tech Specialist, Trained in Mechanics","Tech Specialist, Trained in Mechanics.",no,Recharge Shields or Reroute Power on a Vehicle faster than normal.,"You may use the Recharge Shields or Reroute Power Actions by spending two Swift Actions. Also, once per encounter, you may attempt to use either of these Actions as a single Swift Action by making a DC 30 Mechanics check.",Recharge Shields or Reroute Power on a Vehicle faster than normal.,Recharge Shields or Reroute Power on a Vehicle faster than normal.,https://swse.fandom.com/wiki/Vehicle_Systems_Expertise
Indomitable Personality,updated,Charisma 13,Charisma 13,no,Add your Charisma bonus to your Will Defense as a Reaction.,"Once per encounter, you can add your Charisma modifier to your Will Defense as a Reaction; this benefit lasts until the end of your next turn.",Add your Charisma bonus to your Will Defense as a Reaction.,Add your Charisma bonus to your Will Defense as a Reaction.,https://swse.fandom.com/wiki/Indomitable_Personality
Fast Swimmer,db_only_not_updated,Mon Calamari,Mon Calamari,no,Gain a bonus to your Swim Speed.,Gain a bonus to your Swim Speed.,Gain a bonus to your Swim Speed.,Gain a bonus to your Swim Speed.,
Officer Candidacy Training,updated,None,None,no,Gain a bonus to your Rank and Privilege Score.,You gain a +2 bonus to your Rank and Privilege Organization Score.,Gain a bonus to your Rank and Privilege Score.,Gain a bonus to your Rank and Privilege Score.,https://swse.fandom.com/wiki/Officer_Candidacy_Training
Critical Strike,updated,"Base Attack Bonus +9, Weapon Focus (Chosen Weapon)","Base Attack Bonus +9, Weapon Focus (Chosen Weapon)",no,Increase critical threat range of an attack.,"While wielding a weapon for which you possess the Weapon Focus feat, you can take two consecutive Swift Actions in the same round to increase the critical threat range of your next melee attack by 1.

Thus, if a weapon scores a Critical Hit on a Natural 20, it can score a Critical Hit on a natural roll of 19 or 20 instead. However, any roll other than a Natural 20 is not considered an automatic hit; if you roll a Natural 19 and miss the target, you do not score a Critical Hit. You lose the benefits of Critical Strike if you lose line of sight to your target or if you take any other Action before making your attack.",Increase critical threat range of an attack.,Increase critical threat range of an attack.,https://swse.fandom.com/wiki/Critical_Strike
Pistoleer,updated,Weapon Proficiency (Pistols),Weapon Proficiency (Pistols),no,Gain benefits when using certain Pistols.,"When you make a ranged attack with a Pistol with which you are proficient, you gain one of the following benefits, depending on the kind of Pistol you use.

- Blaster Pistol: You treat the Blaster Pistol as an Accurate Weapon.
- Heavy Blaster Pistol: You do not treat the Heavy Blaster Pistol as an Inaccurate Weapon.
- Hold-Out Blaster Pistol: If you fire a Hold-Out Blaster Pistol at a target that has not yet acted in combat, you gain a +2 bonus to your attack rolls with that weapon against that target. This bonus applies to all such attacks until the target attacks.",Gain benefits when using certain Pistols.,Gain benefits when using certain Pistols.,https://swse.fandom.com/wiki/Pistoleer
Tactical Genius,updated,"Starship Tactics, Vehicular Combat, Trained in Pilot","Starship Tactics, Vehicular Combat, Trained in Pilot",no,You are a master at using multiple starship tactics over the course of long space combats.,You regain all spent Starship Maneuvers at the end of any round in which you roll a Natural 20 on an attack roll.,You are a master at using multiple starship tactics over the course of long space combats.,You are a master at using multiple starship tactics over the course of long space combats.,https://swse.fandom.com/wiki/Tactical_Genius
Wilderness Specialists,db_only_not_updated,Trained in Survival,Trained in Survival,no,Gain bonuses on Survival checks when near allies.,Gain bonuses on Survival checks when near allies.,Gain bonuses on Survival checks when near allies.,Gain bonuses on Survival checks when near allies.,
Skill Challenge: Last Resort,db_only_not_updated,None,None,no,"Reroll a third failed Skill Check during a Skill Challenge, keeping the better result.","Reroll a third failed Skill Check during a Skill Challenge, keeping the better result.","Reroll a third failed Skill Check during a Skill Challenge, keeping the better result.","Reroll a third failed Skill Check during a Skill Challenge, keeping the better result.",
Forceful Weapon,db_only_not_updated,"Trained in Use the Force, Battle Strike","Trained in Use the Force, Battle Strike",no,You gain a +2 bonus on Use the Force checks made to activate Battle Strike.,You gain a +2 bonus on Use the Force checks made to activate Battle Strike.,You gain a +2 bonus on Use the Force checks made to activate Battle Strike.,You gain a +2 bonus on Use the Force checks made to activate Battle Strike.,
Bowcaster Marksman,db_only_not_updated,Wookiee,Wookiee,no,Gain a bonus to damage rolls when you spend a Force Point on a Bowcaster attack.,Gain a bonus to damage rolls when you spend a Force Point on a Bowcaster attack.,Gain a bonus to damage rolls when you spend a Force Point on a Bowcaster attack.,Gain a bonus to damage rolls when you spend a Force Point on a Bowcaster attack.,
Forceful Warrior,db_only_not_updated,Trained in Use the Force,Trained in Use the Force,no,You gain a +2 bonus on melee attack rolls made while using a Force power.,You gain a +2 bonus on melee attack rolls made while using a Force power.,You gain a +2 bonus on melee attack rolls made while using a Force power.,You gain a +2 bonus on melee attack rolls made while using a Force power.,
Mighty Swing,updated,Strength 13,Strength 13,no,Spend two Swift Actions to deal extra damage in melee.,You can spend two Swift Actions in the same round to deal +1 die of damage on your next melee attack in the same round.,Spend two Swift Actions to deal extra damage in melee.,Spend two Swift Actions to deal extra damage in melee.,https://swse.fandom.com/wiki/Mighty_Swing
Spacer's Surge,db_only_not_updated,Duros,Duros,no,Gain a temporary Force Point when you roll a Natural 20 on a Pilot check.,Gain a temporary Force Point when you roll a Natural 20 on a Pilot check.,Gain a temporary Force Point when you roll a Natural 20 on a Pilot check.,Gain a temporary Force Point when you roll a Natural 20 on a Pilot check.,
Force Sensitivity,updated,Non-Droid,Cannot be a Droid,yes,You can make Use the Force checks and gain access to Force Talents.,"You can make Use the Force checks, and Use the Force is considered a Class Skill for you. In addition, whenever you gain a Talent, you have the option of selecting a Force Talent instead. You must meet the prerequisites of the Force Talent to select it.",You can make Use the Force checks and gain access to Force Talents.,You can make Use the Force checks and gain access to Force Talents.,https://swse.fandom.com/wiki/Force_Sensitivity
Wookiee Grip,updated,Strength 13,Strength 13,no,Wield two-handed weapons in a single hand.,"When using a weapon in which you are proficient and that normally requires two hands, you can wield that weapon with a single hand. You take a -2 penalty to attack rolls with the weapon when it is used in this manner.",Wield two-handed weapons in a single hand.,Wield two-handed weapons in a single hand.,https://swse.fandom.com/wiki/Wookiee_Grip
Prime Shot,updated,Point-Blank Shot,Point-Blank Shot,no,Gain a bonus to attack rolls when closer to your target than your allies.,"If none of your allies are closer to your target than you are when you make a ranged attack, you gain a +1 circumstance bonus to the attack roll. Your target must be at Short Range or closer to gain this bonus.",Gain a bonus to attack rolls when closer to your target than your allies.,Gain a bonus to attack rolls when closer to your target than your allies.,https://swse.fandom.com/wiki/Prime_Shot
Shrewd Bargainer,db_only_not_updated,Quarren,Quarren,no,Suppress opponents' insight and morale bonuses to Will Defense.,Suppress opponents' insight and morale bonuses to Will Defense.,Suppress opponents' insight and morale bonuses to Will Defense.,Suppress opponents' insight and morale bonuses to Will Defense.,
Brilliant Defense,updated,Intelligence 13,Intelligence 13,no,Add your Intelligence bonus to your Reflex Defense as a Reaction.,"Once per encounter, you can add your Intelligence modifier to your Reflex Defense as a Reaction; this benefit lasts until the start of your next turn.",Add your Intelligence bonus to your Reflex Defense as a Reaction.,Add your Intelligence bonus to your Reflex Defense as a Reaction.,https://swse.fandom.com/wiki/Brilliant_Defense
Friends in Low Places,updated,Trained in Gather Information,Trained in Gather Information,no,Reduce Black Market cost multiplier for Restricted Items by 1.,"Whenever you would acquire a license for a Restricted or Military object, you can substitute a Gather Information check for a Knowledge (Bureaucracy) check. Reduce the Black Market cost multiplier of such items by 1.",Reduce Black Market cost multiplier for Restricted Items by 1.,Reduce Black Market cost multiplier for Restricted Items by 1.,https://swse.fandom.com/wiki/Friends_in_Low_Places
Grab Back,updated,Dexterity 13,Dexterity 13,no,"As a Reaction, make a Grab or Grapple attack following a failed Grab or Grapple attack made against you.","You gain a +2 bonus to your Reflex Defense against Grab and Grapple attacks. If an enemy misses you when making a Grab or Grapple attack, you can immediately make your own Grab attack against the same enemy as a Reaction.","As a Reaction, make a Grab or Grapple attack following a failed Grab or Grapple attack made against you.","As a Reaction, make a Grab or Grapple attack following a failed Grab or Grapple attack made against you.",https://swse.fandom.com/wiki/Grab_Back
Shield Surge,updated,"Droid or Cyborg Hybrid, Trained in Mechanics","Droid or Cyborg Hybrid, Trained in Mechanics",no,Trade Vehicle's Shield Rating for damage taken.,"As a Reaction, when your Vehicle takes damage above its Shield Rating, after the Shield Rating is reduced you can reduce the amount of damage sustained by the Vehicle by an amount up to the remaining Shield Rating. However, the Shield Rating is immediately reduced by one point for every point of damage reduced.",Trade Vehicle's Shield Rating for damage taken.,Trade Vehicle's Shield Rating for damage taken.,https://swse.fandom.com/wiki/Shield_Surge
Deep Sight,db_only_not_updated,Quarren,Quarren,no,Gain Darkvision and ignore Total Concealment from darkness.,Gain Darkvision and ignore Total Concealment from darkness.,Gain Darkvision and ignore Total Concealment from darkness.,Gain Darkvision and ignore Total Concealment from darkness.,
Trample,updated,Trained in Ride,Trained in Ride,no,"When using the Mounted Charge Action, attack enemies between you and your target.","When you use the Mounted Charge Action, your Mount can make a single melee attack as a Free Action. While Charging, compare the result to the Reflex Defense of each enemy whose square you Charge through. Each enemy hit by the attack takes Claw, Gore, or Slam damage from the Mount's Natural Weapons plus the Mount's Strength modifier. You or your Mount still can make a regular attack at the end of the Charge.","When using the Mounted Charge Action, attack enemies between you and your target.","When using the Mounted Charge Action, attack enemies between you and your target.",https://swse.fandom.com/wiki/Trample
Resilient Reflexes,db_only_not_updated,Dex 13,Dex 13,no,You gain a +2 bonus on Reflex Defense against effects that target Dexterity and may reroll a failed check once per encounter.,You gain a +2 bonus on Reflex Defense against effects that target Dexterity and may reroll a failed check once per encounter.,You gain a +2 bonus on Reflex Defense against effects that target Dexterity and may reroll a failed check once per encounter.,You gain a +2 bonus on Reflex Defense against effects that target Dexterity and may reroll a failed check once per encounter.,
Weapon Proficiency (Pistols),db_only_not_updated,,,no,You are proficient with pistols and do not take the -5 penalty when using them.,You are proficient with pistols and do not take the -5 penalty when using them.,You are proficient with pistols and do not take the -5 penalty when using them.,You are proficient with pistols and do not take the -5 penalty when using them.,
Powerful Charge,updated,"Medium or larger sized, Base Attack Bonus +1","Medium or larger size, Base Attack Bonus +1",yes,"Gain +2 bonus on your attack roll while Charging, and deal extra damage.","When you Charge, you gain an additional +2 bonus on your melee attack roll. If your melee attack hits, you deal additional damage equal to one-half your level.","Gain +2 bonus on your attack roll while Charging, and deal extra damage.","Gain +2 bonus on your attack roll while Charging, and deal extra damage.",https://swse.fandom.com/wiki/Powerful_Charge
Meat Shield,updated,"Point-Blank Shot, Precise Shot, Base Attack Bonus +4","Point-Blank Shot, Precise Shot, Base Attack Bonus +4",no,Gain Cover bonus equal to opponent's Cover bonus.,"Whenever an opponent attacks you while in Cover provided by another character, creature, or Droid, you are treated as being in Cover from attacks by that opponent.",Gain Cover bonus equal to opponent's Cover bonus.,Gain Cover bonus equal to opponent's Cover bonus.,https://swse.fandom.com/wiki/Meat_Shield
Fleet-Footed,updated,Running Attack,Running Attack,no,+2 Speed when making a Running Attack.,"If you Move both before and after you make an attack using the Running Attack Feat, your Speed is increased by 2 squares until the end of your turn.",+2 Speed when making a Running Attack.,+2 Speed when making a Running Attack.,https://swse.fandom.com/wiki/Fleet-Footed
Cornered,updated,None,None,no,"When unable to Withdraw, +2 on attacks.","Whenever you are Threatened by an opponent and unable to take the Withdraw Action, you gain a +2 bonus on attack rolls against opponents that threaten you.","When unable to Withdraw, +2 on attacks.","When unable to Withdraw, +2 on attacks.",https://swse.fandom.com/wiki/Cornered
Starship Designer,updated,"Tech Specialist, Trained in Mechanics","Tech Specialist, Trained in Mechanics",no,You are trained to design (and redesign) Starships.,"You can design a Starship from scratch. Doing so takes a minimum of 30 days and a DC 25 Mechanics check, adding 1 to the DC and 1 to the time for every additional 100,000 credits of the design's final cost beyond the first 100,000 credits (even a genius Starship Designer can spend years working out the blueprints for a Star Destroyer). Other characters Trained in the Mechanics skill may use the Aid Another action to assist your Mechanics check; if any assisting character also has the Starship Designer Feat, divide the Starship's cost by the number of characters who have this Feat (including the primary designer) when determining the time required.

When making Starship Modifications, you never treat the work as though it were a Nonstandard Modification, even if it normally would be. Additionally, you can make custom modifications to Starships. Each of these modifications has a base cost of 5,000 credits (multiplied by the Starship Size Cost Modifier) and requires a DC 25 Mechanics check. On a failed check, the modification fails; you must spend half again as much time and money to make a second attempt, and you gain a +2 bonus on your Mechanics check for each attempt after the first.

Installation of a custom modification normally takes one day per 5,000 credits of the final cost. The same system can be customized multiple times, but doing so becomes increasingly difficult and expensive. For every previous custom modification on a given system, increase the DC by 5 and the base cost by 10,000 credits. No system can be customized more than three times. Multiple benefits from successive customizations stack. Typical customizations are described below. The Gamemaster may allow other modifications.

- Add Emplacement: You add 1 unused Emplacement Point to a Starship.
- Improve Hull: You add a number of Hit Points to a Starship equal to 1/2 its Strength score (rounded down to the nearest multiple of 10).
- Improve Hyperdrive: You can reengineer a hyperdrive to improve its class by 1 step. The hyperdrive obeys all the restrictions of its new class.
- Improve Shields: The Shield Rating of the shields is increased by 5.
- Improve Weapons: You grant one Vehicle Weapon a +1 Equipment bonus on attack rolls.",You are trained to design (and redesign) Starships.,You are trained to design (and redesign) Starships.,https://swse.fandom.com/wiki/Starship_Designer
Sensor Link,updated,Droid or Cyborg Hybrid,Droid or Cyborg Hybrid,no,Share sensor data instantly with an ally.,"As a Swift Action, you can broadcast the input from your audio, visual, and special sensors to a Droid ally, Comlink, communications system, or holographic receiver within 24 squares.

That ally is aware of anything you are aware of, and can use the Aid Another Action to aid on your Perception checks even if you do not have line of sight to one another. If both you and your ally have Sensor Link, you share information simultaneously, granting a +2 bonus to Perception checks.",Share sensor data instantly with an ally.,Share sensor data instantly with an ally.,https://swse.fandom.com/wiki/Sensor_Link
Thick Skin,db_only_not_updated,Trandoshan,Trandoshan,no,Gain a +2 Species bonus to your Fortitude Defense.,Gain a +2 Species bonus to your Fortitude Defense.,Gain a +2 Species bonus to your Fortitude Defense.,Gain a +2 Species bonus to your Fortitude Defense.,
Conditioned,db_only_not_updated,,,no,You gain a +2 bonus on Endurance checks and may reroll a failed Endurance check once per encounter.,You gain a +2 bonus on Endurance checks and may reroll a failed Endurance check once per encounter.,You gain a +2 bonus on Endurance checks and may reroll a failed Endurance check once per encounter.,You gain a +2 bonus on Endurance checks and may reroll a failed Endurance check once per encounter.,
Powerful Rage,updated,Rage Species Trait,Rage Species Trait,no,Gain a +4 bonus on Strength checks and Strength-based Skill Checks.,You gain a +4 bonus to Strength checks and Strength -based Skill Checks when Raging.,Gain a +4 bonus on Strength checks and Strength-based Skill Checks.,Gain a +4 bonus on Strength checks and Strength -based Skill Checks.,https://swse.fandom.com/wiki/Powerful_Rage
Dual Weapon Mastery III,updated,"Dexterity 17, Base Attack Bonus +11, Dual Weapon Mastery I, Dual Weapon Mastery II","Dexterity 17, Dual Weapon Mastery I, Dual Weapon Mastery II, Base Attack Bonus +11",yes,"Take no penalty on attacks when attacking with two weapons, or both ends of a double weapon.","When you attack with two weapons, or with both ends of a double weapon as part of a Full Attack Action, you take no penalty on your attack rolls. You only gain this benefit if you are wielding a weapon with which you are proficient.","Take no penalty on attacks when attacking with two weapons, or both ends of a double weapon.","Take no penalty on attacks when attacking with two weapons, or both ends of a double weapon.",https://swse.fandom.com/wiki/Dual_Weapon_Mastery_III
Darkness Dweller,db_only_not_updated,Sullustan,Sullustan,no,Impose a penalty to Stealth checks made when close to you.,Impose a penalty to Stealth checks made when close to you.,Impose a penalty to Stealth checks made when close to you.,Impose a penalty to Stealth checks made when close to you.,
Surgical Precision,db_only_not_updated,Trained in Treat Injury,Trained in Treat Injury,no,You gain a +2 bonus on Treat Injury checks and may reroll a failed check once per encounter.,You gain a +2 bonus on Treat Injury checks and may reroll a failed check once per encounter.,You gain a +2 bonus on Treat Injury checks and may reroll a failed check once per encounter.,You gain a +2 bonus on Treat Injury checks and may reroll a failed check once per encounter.,
Fatal Hit,updated,"Strength 13, Dexterity 13","Strength 13, Dexterity 13",no,"You automatically kill an enemy that you reduce to 0 Hit Points, and you can perform a Coup de Grace as a Standard Action.","When your attack drops a target to 0 Hit Points, you may choose to automatically kill that enemy even if the damage does not exceed the target's Damage Threshold. In addition, you can perform the Coup de Grace Action as a Standard Action.","You automatically kill an enemy that you reduce to 0 Hit Points, and you can perform a Coup de Grace as a Standard Action.","You automatically kill an enemy that you reduce to 0 Hit Points, and you can perform a Coup de Grace as a Standard Action.",https://swse.fandom.com/wiki/Fatal_Hit
Imperceptible Liar,db_only_not_updated,Twi'lek,Twi'lek,no,Increase the die type when adding Force Points to a Deception check.,Increase the die type when adding Force Points to a Deception check.,Increase the die type when adding Force Points to a Deception check.,Increase the die type when adding Force Points to a Deception check.,
Weapon Proficiency,updated,None,None,no,Ignore -5 penalty on attack rolls with weapons of a particular type.,"Choose one Weapon Group. You are proficient with all weapons of the selected group. Weapon Groups include the following:

- Simple Weapons (includes Simple Weapons (Melee), Simple Weapons (Ranged), and Grenades)
- Pistols
- Rifles
- Lightsabers
- Heavy Weapons (includes both Heavy Weapons and Vehicle Weapons)
- Advanced Melee Weapons",Ignore -5 penalty on attack rolls with weapons of a particular type.,Ignore -5 penalty on attack rolls with weapons of a particular type.,https://swse.fandom.com/wiki/Weapon_Proficiency
Bone Crusher,updated,"Crush, Pin","Crush, Pin",no,Move damaged Grappled opponent -1 step on the Condition Track.,"When you deal damage to a Grappled opponent, the opponent also moves -1 step along the Condition Track.",Move damaged Grappled opponent -1 step on the Condition Track.,Move damaged Grappled opponent -1 step on the Condition Track.,https://swse.fandom.com/wiki/Bone_Crusher
Clawed Subspecies,db_only_not_updated,Quarren,Quarren,no,Deal damage with sharp claws on Unarmed attacks.,Deal damage with sharp claws on Unarmed attacks.,Deal damage with sharp claws on Unarmed attacks.,Deal damage with sharp claws on Unarmed attacks.,
Skill Challenge: Recovery,db_only_not_updated,None,None,no,Treat a Skill Challenge as if it had the Recovery effect.,Treat a Skill Challenge as if it had the Recovery effect.,Treat a Skill Challenge as if it had the Recovery effect.,Treat a Skill Challenge as if it had the Recovery effect.,
Intimidator,updated,Trained in Persuasion,Trained in Persuasion,no,"When you successfully Intimidate, enemy takes -5 to Skill Checks and -2 to attack for one round.","When you successfully use the Intimidate application of the Persuasion skill against a creature, instead of the normal results, the creature takes a -5 penalty to all Skill Checks (including Use the Force) and a -2 penalty to all attacks when you are within its line of sight, until the end of your next turn.

If aboard another Vehicle, your enemy must be able to see or detect your Vehicle.","When you successfully Intimidate, enemy takes -5 to Skill Checks and -2 to attack for one round.","When you successfully Intimidate, enemy takes -5 to Skill Checks and -2 to attack for one round.",https://swse.fandom.com/wiki/Intimidator
Follow Through,updated,None,None,no,Move when you reduce an enemy to 0 Hit Points.,"If you deal enough damage to your opponent with a melee attack to reduce it to 0 Hit Points, you can immediately move up to your Speed. You can use this ability once per turn.",Move when you reduce an enemy to 0 Hit Points.,Move when you reduce an enemy to 0 Hit Points.,https://swse.fandom.com/wiki/Follow_Through
Informer,updated,Trained in Perception,Trained in Perception,no,"Gather Information with Perception skill, and do it faster.","You can use your Perception modifier instead of your Gather Information modifier when making Gather Information checks. You are considered Trained in the Gather Information skill. If you are entitled to a Gather Information check reroll, you can reroll your Perception check instead (subject to the same circumstances and limitations).

Additionally, when you have favorable conditions for your Gather Information check (such as from operating on your home planet), you reduce by half the time it takes to make a Gather Information check.","Gather Information with Perception skill, and do it faster.","Gather Information with Perception skill, and do it faster.",https://swse.fandom.com/wiki/Informer
